,RT,SI,DI,SP,DP,duration
234,21.334995248,192.168.56.102,192.168.56.104,1726,80,0.014753559000002525
235,21.346075497,192.168.56.102,192.168.56.104,1727,80,0.0045772890000002064
236,21.358910319,192.168.56.102,192.168.56.104,1728,80,0.020387248999998775
237,21.358917567,192.168.56.102,192.168.56.104,1729,80,0.020382333000000585
238,21.361330777,192.168.56.102,192.168.56.104,1730,80,0.017970018999999837
239,21.367081325,192.168.56.102,192.168.56.104,1731,80,0.012219963999999806
240,21.371564653,192.168.56.102,192.168.56.104,1732,80,0.007737446000000148
241,21.378426791,192.168.56.102,192.168.56.104,1733,80,0.01432126599999961
242,21.383316405,192.168.56.102,192.168.56.104,1734,80,0.00943785300000144
243,21.38986022,192.168.56.102,192.168.56.104,1735,80,0.014222088000000355
244,21.396161832,192.168.56.102,192.168.56.104,1736,80,0.010831984999999378
245,21.399188647,192.168.56.102,192.168.56.104,1737,80,0.008784759000000975
246,21.403101993,192.168.56.102,192.168.56.104,1738,80,0.020248080000001778
247,21.415926281,192.168.56.102,192.168.56.104,1739,80,0.00850058099999984
248,21.417047497,192.168.56.102,192.168.56.104,1740,80,0.008328925000000709
249,21.421485067,192.168.56.102,192.168.56.104,1741,80,0.02601974499999926
250,21.428696563,192.168.56.102,192.168.56.104,1742,80,0.023403880000000044
251,21.431678547,192.168.56.102,192.168.56.104,1743,80,0.02528121799999994
252,21.443326979,192.168.56.102,192.168.56.104,1744,80,0.04119820600000068
253,21.448555515,192.168.56.102,192.168.56.104,1745,80,0.05431167700000117
254,21.455772192,192.168.56.102,192.168.56.104,1746,80,0.05085202699999769
255,21.482942505,192.168.56.102,192.168.56.104,1747,80,0.024312982999997956
256,21.491378014,192.168.56.102,192.168.56.104,1748,80,0.01646618200000205
257,21.492277782,192.168.56.102,192.168.56.104,1749,80,0.015916466000000185
258,21.496414937,192.168.56.102,192.168.56.104,1750,80,0.012366648000000424
259,21.499481533,192.168.56.102,192.168.56.104,1751,80,0.02435608100000053
260,21.506004416,192.168.56.102,192.168.56.104,1752,80,0.023317658999999935
261,21.511530577,192.168.56.102,192.168.56.104,1753,80,0.01876164200000119
262,21.515273154,192.168.56.102,192.168.56.104,1754,80,0.01707818300000241
263,21.52149679,192.168.56.102,192.168.56.104,1755,80,0.010859833999997903
264,21.531533755,192.168.56.102,192.168.56.104,1756,80,0.019106599999997087
265,21.536232174,192.168.56.102,192.168.56.104,1757,80,0.020432901000003056
266,21.539485534,192.168.56.102,192.168.56.104,1758,80,0.017190580999997707
267,21.543072575,192.168.56.102,192.168.56.104,1759,80,0.013604927999999461
268,21.551839794,192.168.56.102,192.168.56.104,1760,80,0.019602727000002318
269,21.555746331,192.168.56.102,192.168.56.104,1761,80,0.018834512999998054
270,21.56023488,192.168.56.102,192.168.56.104,1762,80,0.015129507000001041
271,21.563454322,192.168.56.102,192.168.56.104,1763,80,0.015875527000002165
272,21.572084576,192.168.56.102,192.168.56.104,1764,80,0.027223247999998534
273,21.575944001,192.168.56.102,192.168.56.104,1765,80,0.024415149999999386
274,21.581836655,192.168.56.102,192.168.56.104,1766,80,0.024725821000000536
275,21.591196789,192.168.56.102,192.168.56.104,1767,80,0.01601031399999897
276,21.603747298,192.168.56.102,192.168.56.104,1768,80,0.015021191000002432
277,21.609890413,192.168.56.102,192.168.56.104,1769,80,0.009046926999999982
278,21.615543506,192.168.56.102,192.168.56.104,1770,80,0.0035020639999991943
279,21.618179998,192.168.56.102,192.168.56.104,1771,80,0.003160098000002165
280,21.621914559,192.168.56.102,192.168.56.104,1772,80,0.0029961820000004025
281,21.625403048,192.168.56.102,192.168.56.104,1773,80,0.0010797730000007277
282,21.629366098,192.168.56.102,192.168.56.104,1774,80,0.0011773330000011129
283,21.632274741,192.168.56.102,192.168.56.104,1775,80,0.01020964199999952
284,21.638435413,192.168.56.102,192.168.56.104,1776,80,0.014114832000000632
285,21.641663079,192.168.56.102,192.168.56.104,1777,80,0.024119747000000302
286,21.656154315,192.168.56.102,192.168.56.104,1778,80,0.012068470000002662
287,21.671140693,192.168.56.102,192.168.56.104,1779,80,0.012396923999997256
288,21.680012498,192.168.56.102,192.168.56.104,1780,80,0.004502011999999667
289,21.682671567,192.168.56.102,192.168.56.104,1781,80,0.01596837700000009
290,21.686881648,192.168.56.102,192.168.56.104,1782,80,0.012469860999999582
291,21.690958803,192.168.56.102,192.168.56.104,1783,80,0.009531013000000144
292,21.694574902,192.168.56.102,192.168.56.104,1784,80,0.006787434999999675
293,21.706681608,192.168.56.102,192.168.56.104,1785,80,0.008235551999998592
294,21.711872685,192.168.56.102,192.168.56.104,1786,80,0.0059635510000006775
295,21.715847687,192.168.56.102,192.168.56.104,1787,80,0.0027149520000016025
296,21.718376584,192.168.56.102,192.168.56.104,1788,80,0.001377047999998382
297,21.720775712,192.168.56.102,192.168.56.104,1789,80,0.0014372640000033243
298,21.723143185,192.168.56.102,192.168.56.104,1790,80,0.0010008719999987647
299,21.725923482,192.168.56.102,192.168.56.104,1791,80,0.0014542040000016243
300,21.729428968,192.168.56.102,192.168.56.104,1792,80,0.0010762080000006335
301,21.732747438,192.168.56.102,192.168.56.104,1793,80,0.00122692999999785
302,21.750533764,192.168.56.102,192.168.56.104,1794,80,0.0076915580000012085
303,21.753457039,192.168.56.102,192.168.56.104,1795,80,0.005603222999997826
304,21.768218406,192.168.56.102,192.168.56.104,1796,80,0.003378519000001745
305,21.770774953,192.168.56.102,192.168.56.104,1797,80,0.012271550000001241
306,21.780206656,192.168.56.102,192.168.56.104,1798,80,0.010968071000000634
307,21.786030499,192.168.56.102,192.168.56.104,1799,80,0.005784633000001094
308,21.789219408,192.168.56.102,192.168.56.104,1800,80,0.0032126039999980094
309,21.795090828,192.168.56.102,192.168.56.104,1801,80,0.008174065000002173
310,21.804149261,192.168.56.102,192.168.56.104,1802,80,0.014201302000000027
311,21.809966766,192.168.56.102,192.168.56.104,1803,80,0.009149563000001137
312,21.82300498,192.168.56.102,192.168.56.104,1804,80,0.004971768000000765
313,21.835721114,192.168.56.102,192.168.56.104,1805,80,0.014184548000002906
314,21.841856427,192.168.56.102,192.168.56.104,1806,80,0.00881261900000041
315,21.852063489,192.168.56.102,192.168.56.104,1807,80,0.016366001000001518
316,21.860594221,192.168.56.102,192.168.56.104,1808,80,0.013705866999998761
317,21.871401452,192.168.56.102,192.168.56.104,1809,80,0.0036260810000001698
318,21.882578024,192.168.56.102,192.168.56.104,1810,80,0.011272369000000282
319,21.887726865,192.168.56.102,192.168.56.104,1811,80,0.012007407999998776
320,21.894923531,192.168.56.102,192.168.56.104,1812,80,0.007301578999999947
321,21.904885566,192.168.56.102,192.168.56.104,1813,80,0.006883079999997932
322,21.910635535,192.168.56.102,192.168.56.104,1814,80,0.016547609999999935
323,21.924254187,192.168.56.102,192.168.56.104,1815,80,0.011367045000000076
324,21.927828501,192.168.56.102,192.168.56.104,1816,80,0.008658840999999029
325,21.930825132,192.168.56.102,192.168.56.104,1817,80,0.007921179000000222
326,21.947777737,192.168.56.102,192.168.56.104,1818,80,0.003739580000001297
327,21.955813397,192.168.56.102,192.168.56.104,1819,80,0.011538484999999099
328,21.955820545,192.168.56.102,192.168.56.104,1820,80,0.011536509999999112
329,21.959522522,192.168.56.102,192.168.56.104,1821,80,0.007835391000000413
330,21.964220571,192.168.56.102,192.168.56.104,1822,80,0.0031380610000013576
331,21.96669926,192.168.56.102,192.168.56.104,1823,80,0.01214747800000282
332,21.974924334,192.168.56.102,192.168.56.104,1824,80,0.004650790999999543
333,21.984490257,192.168.56.102,192.168.56.104,1825,80,0.0039308879999993
334,21.987012567,192.168.56.102,192.168.56.104,1826,80,0.0017533599999985938
335,21.99106524,192.168.56.102,192.168.56.104,1827,80,0.0016930100000003279
336,21.99370805,192.168.56.102,192.168.56.104,1828,80,0.0019266830000006507
337,21.996496305,192.168.56.102,192.168.56.104,1829,80,0.0008754209999999318
338,21.99941112,192.168.56.102,192.168.56.104,1830,80,0.009827671000000038
339,22.004105015,192.168.56.102,192.168.56.104,1831,80,0.005913441000000574
340,22.007541606,192.168.56.102,192.168.56.104,1832,80,0.00936675299999834
341,22.011561836,192.168.56.102,192.168.56.104,1833,80,0.005450247000002406
342,22.015612066,192.168.56.102,192.168.56.104,1834,80,0.0014610220000008667
343,22.018214629,192.168.56.102,192.168.56.104,1835,80,0.0014097859999999685
344,22.020705828,192.168.56.102,192.168.56.104,1836,80,0.0010333889999998291
345,22.023102003,192.168.56.102,192.168.56.104,1837,80,0.0012566549999988297
346,22.025885486,192.168.56.102,192.168.56.104,1838,80,0.0014205549999992684
347,22.028461132,192.168.56.102,192.168.56.104,1839,80,0.0012948070000007306
348,22.030845424,192.168.56.102,192.168.56.104,1840,80,0.00048063600000247675
349,22.033388589,192.168.56.102,192.168.56.104,1841,80,0.01160574699999728
350,22.043125175,192.168.56.102,192.168.56.104,1842,80,0.01129494799999975
351,22.052331035,192.168.56.102,192.168.56.104,1843,80,0.005529128999999244
352,22.057596991,192.168.56.102,192.168.56.104,1844,80,0.0011248649999977545
353,22.061025188,192.168.56.102,192.168.56.104,1845,80,0.0012066720000021292
354,22.063746346,192.168.56.102,192.168.56.104,1846,80,0.0017101470000007168
355,22.068502123,192.168.56.102,192.168.56.104,1847,80,0.006492077000000762
356,22.074156321,192.168.56.102,192.168.56.104,1848,80,0.010187789999999808
357,22.083706732,192.168.56.102,192.168.56.104,1849,80,0.011420799999999787
358,22.089761885,192.168.56.102,192.168.56.104,1850,80,0.0058671480000001
359,22.096347207,192.168.56.102,192.168.56.104,1851,80,0.010504943000000821
360,22.097249775,192.168.56.102,192.168.56.104,1852,80,0.009607669999997626
361,22.104199685,192.168.56.102,192.168.56.104,1853,80,0.0028810999999997478
362,22.106938785,192.168.56.102,192.168.56.104,1854,80,0.0009736899999985837
363,22.109335001,192.168.56.102,192.168.56.104,1855,80,0.0009749449999993942
