0.000000000	192.168.56.102	192.168.56.104	57102	80
5.627187171	192.168.56.102	192.168.56.104	54980	80
20.041441324	192.168.56.102	192.168.56.104	1494	80
20.044466639	192.168.56.102	192.168.56.104	1495	80
20.047838439	192.168.56.102	192.168.56.104	1496	80
20.050710539	192.168.56.102	192.168.56.104	1497	80
20.053843226	192.168.56.102	192.168.56.104	1498	80
20.056931486	192.168.56.102	192.168.56.104	1499	80
20.060488154	192.168.56.102	192.168.56.104	1500	80
20.062968496	192.168.56.102	192.168.56.104	1501	80
20.065431907	192.168.56.102	192.168.56.104	1502	80
20.068500022	192.168.56.102	192.168.56.104	1503	80
20.070945914	192.168.56.102	192.168.56.104	1504	80
20.073661469	192.168.56.102	192.168.56.104	1505	80
20.075990850	192.168.56.102	192.168.56.104	1506	80
20.078229888	192.168.56.102	192.168.56.104	1507	80
20.081666326	192.168.56.102	192.168.56.104	1508	80
20.084681362	192.168.56.102	192.168.56.104	1509	80
20.086914717	192.168.56.102	192.168.56.104	1510	80
20.091322451	192.168.56.102	192.168.56.104	1511	80
20.092652693	192.168.56.102	192.168.56.104	1512	80
20.095173060	192.168.56.102	192.168.56.104	1513	80
20.097793288	192.168.56.102	192.168.56.104	1514	80
20.100845365	192.168.56.102	192.168.56.104	1515	80
20.103358632	192.168.56.102	192.168.56.104	1516	80
20.106275775	192.168.56.102	192.168.56.104	1517	80
20.109391495	192.168.56.102	192.168.56.104	1518	80
20.113107228	192.168.56.102	192.168.56.104	1519	80
20.115962446	192.168.56.102	192.168.56.104	1520	80
20.118149911	192.168.56.102	192.168.56.104	1521	80
20.128413048	192.168.56.102	192.168.56.104	1522	80
20.131381927	192.168.56.102	192.168.56.104	1523	80
20.134317150	192.168.56.102	192.168.56.104	1524	80
20.137269178	192.168.56.102	192.168.56.104	1525	80
20.139720078	192.168.56.102	192.168.56.104	1526	80
20.142861602	192.168.56.102	192.168.56.104	1527	80
20.145913905	192.168.56.102	192.168.56.104	1528	80
20.150154223	192.168.56.102	192.168.56.104	1529	80
20.150311432	192.168.56.102	192.168.56.104	1530	80
20.153014987	192.168.56.102	192.168.56.104	1531	80
20.156121408	192.168.56.102	192.168.56.104	1532	80
20.159929966	192.168.56.102	192.168.56.104	1533	80
20.163448114	192.168.56.102	192.168.56.104	1534	80
20.166114170	192.168.56.102	192.168.56.104	1535	80
20.177053760	192.168.56.102	192.168.56.104	1536	80
20.178328213	192.168.56.102	192.168.56.104	1537	80
20.183806930	192.168.56.102	192.168.56.104	1538	80
20.191531458	192.168.56.102	192.168.56.104	1539	80
20.194500226	192.168.56.102	192.168.56.104	1540	80
20.203107729	192.168.56.102	192.168.56.104	1541	80
20.208720203	192.168.56.102	192.168.56.104	1542	80
20.211678784	192.168.56.102	192.168.56.104	1543	80
20.215759377	192.168.56.102	192.168.56.104	1544	80
20.219385101	192.168.56.102	192.168.56.104	1545	80
20.227156684	192.168.56.102	192.168.56.104	1546	80
20.233322653	192.168.56.102	192.168.56.104	1547	80
20.239286772	192.168.56.102	192.168.56.104	1548	80
20.246688614	192.168.56.102	192.168.56.104	1549	80
20.252605817	192.168.56.102	192.168.56.104	1550	80
20.261908206	192.168.56.102	192.168.56.104	1551	80
20.275604218	192.168.56.102	192.168.56.104	1552	80
20.278893081	192.168.56.102	192.168.56.104	1553	80
20.284069531	192.168.56.102	192.168.56.104	1554	80
20.290744729	192.168.56.102	192.168.56.104	1555	80
20.296258312	192.168.56.102	192.168.56.104	1556	80
20.303300073	192.168.56.102	192.168.56.104	1557	80
20.307913832	192.168.56.102	192.168.56.104	1558	80
20.312089587	192.168.56.102	192.168.56.104	1559	80
20.314787881	192.168.56.102	192.168.56.104	1560	80
20.319301925	192.168.56.102	192.168.56.104	1561	80
20.320045178	192.168.56.102	192.168.56.104	1562	80
20.322288415	192.168.56.102	192.168.56.104	1563	80
20.324801658	192.168.56.102	192.168.56.104	1564	80
20.330747929	192.168.56.102	192.168.56.104	1565	80
20.336261540	192.168.56.102	192.168.56.104	1566	80
20.339337862	192.168.56.102	192.168.56.104	1567	80
20.351380358	192.168.56.102	192.168.56.104	1568	80
20.358851245	192.168.56.102	192.168.56.104	1569	80
20.373979797	192.168.56.102	192.168.56.104	1570	80
20.378147528	192.168.56.102	192.168.56.104	1571	80
20.394788186	192.168.56.102	192.168.56.104	1572	80
20.395472791	192.168.56.102	192.168.56.104	1573	80
